	index	oldIndex	journal	title	text	year	lang	type	region	PMID	url	key	contentId
2971	2971	90	BMJ case reports	A challenging presentation of invasive nasopharyngeal sarcomatoid carcinoma.	Sarcomatoid carcinoma is a rare clinical entity, especially when presenting in the nasopharynx. We describe the first documented case of nasopharyngeal sarcomatoid carcinoma with intracranial extension in a 59-year-old Caucasian man presenting with severe bifrontal headache and diplopia, secondary to left abducens nerve palsy. We highlight some of the major diagnostic challenges and describe its unusual histological appearance. We outline the importance of a multidisciplinary approach to his management, which includes input from the medicine, neurosurgery, Ear, Nose and Throat (ENT), pathology, radiology, oncology and respiratory teams. In the context of limited evidence, we then describe the rationale to proceed with induction chemotherapy followed by concurrent chemoradiotherapy. Although there was a partial response to treatment, it was not sufficient enough to allow subsequent surgical clearance. The plan going forward is to palliate with chemotherapy as and when the disease progresses.	2019	eng	Journal Article	England	31289153	https://www.ncbi.nlm.nih.gov/pubmed/31289153	headache	-8717945432162716060
2972	2972	107	Diagnostic cytopathology	Endoscopic ultrasound guided fine-needle aspiration vs core needle biopsy for solid pancreatic lesions: Comparison of diagnostic accuracy and procedural efficiency.	FNA and CNB had comparable safety and diagnostic accuracy. Use of CNB resulted in less number of passes and shorter procedure time as compared to FNA. Moreover, diagnostic accuracy for CNB with or without ROSE was similar.	2019	eng	Journal Article	United States	31313531	https://www.ncbi.nlm.nih.gov/pubmed/31313531	cancer	1984587708208773
2973	2973	296	Advances in immunology	Deconstructing the sex bias in allergy and autoimmunity: From sex hormones and beyond.	Men and women differ in their susceptibility to develop autoimmunity and allergy but also in their capacity to cope with infections. Mechanisms responsible for this sexual dimorphism are still poorly documented and probably multifactorial. This review discusses the recent development in our understanding of the cell-intrinsic actions of biological factors linked to sex, sex hormones and sex chromosome complement, on immune cells, which may account for the sex differences in the enhanced susceptibility of women to develop immunological disorders, such as allergic asthma or systemic lupus erythematosus (SLE). We choose to more specifically discuss the impact of sex hormones on the development and function of immune cell populations directly involved in type-2 immunity, and the role of the X-linked Toll like receptor 7 (TLR7) in anti-viral immunity and in SLE. We will also elaborate on the recent evidence demonstrating that TLR7 escapes from X chromosome inactivation in the immune cells of women, and how this may contribute to endow woman immune system with enhanced responsiveness to RNA-virus and susceptibility to SLE.	2019	eng	Journal Article	United States	31296302	https://www.ncbi.nlm.nih.gov/pubmed/31296302	asthma	3382795524953511662
2974	2974	153	Annals of surgical oncology	ASO Author Reflections: Routine Radiologic Staging of Distant Metastases Must Be Recommended as a Binding Guideline After Diagnosis of Local Breast Cancer Recurrence.	 	2019	eng	Journal Article	United States	31313032	https://www.ncbi.nlm.nih.gov/pubmed/31313032	cancer	4909630283317268181
2975	2975	788	Zeitschrift fur Gerontologie und Geriatrie	Diagnosis and treatment of cognitive impairment.	As a result of the aging population dementia is a growing challenge, especially in healthcare. Nevertheless, cognitive disorders are often not systematically evaluated, especially during hospital stays for other reasons; however, cognitive impairment is associated with a number of geriatric syndromes, including falls, delirium, dysphagia and lack of adherence to treatment plans. This article considers the current state of diagnosis and treatment of dementia. Non-pharmacological therapeutic approaches as well as current and future pharmacological treatment options are discussed. The drugs of choice for the symptomatic treatment of cognitive deficits in Alzheimer's disease and Parkinson-associated dementia are cholinesterase inhibitors and memantine; there is no specific pharmacological treatment for other types of dementia. Prevention and treatment of cardiovascular risk factors can potentially retard the progression of possibly all forms of dementia.	2019	eng	Review	Germany	31161337	https://www.ncbi.nlm.nih.gov/pubmed/31161337	Alzheimer	-6798063491592860025
2976	2976	715	Annals of human biology	Genetic variants influencing obesity-related traits in Japanese population.		2019	eng	Journal Article	England	31307227	https://www.ncbi.nlm.nih.gov/pubmed/31307227	obesity	-115909536143817330
2977	2977	284	BMC pregnancy and childbirth	Change in prevalence of gestational diabetes and obstetric complications when applying IADPSG screening criteria in a Belgian French speaking University Hospital. A retrospective cohort study.	In our population the introduction of IADPSG screening criteria has increased the prevalence of GDM without having a statistically significant impact on pregnancy outcomes.	2019	eng	Journal Article	England	31311547	https://www.ncbi.nlm.nih.gov/pubmed/31311547	diabetes	-8502883448980287228
2978	2978	497	PloS one	CD147 mediates intrahepatic leukocyte aggregation and determines the extent of liver injury.	CD147 mediates leukocyte aggregation which is associated with the development of liver injury. This is not a secondary effect, but a cause of injury as aggregate formation proceeds other markers of injury. Leukocyte aggregation has been previously described in inflammation dating back over many decades. Here we demonstrate that leukocyte aggregates determine the extent of liver injury.	2019	eng	Journal Article	United States	31291257	https://www.ncbi.nlm.nih.gov/pubmed/31291257	Cirrhosis	1751822544912242581
2979	2979	767	The journals of gerontology. Series A, Biological sciences and medical sciences	Time for Well-Powered Controlled Prospective Studies to test a Causal Role for Herpes Viruses in Alzheimer Using Anti-Herpes Drugs.	Twenty-six phase III studies on Alzheimer's Disease (AD) are ongoing or have been completed in 2018. Most of these studies are targeting amyloid-beta, its production, polymerization, and/or multiple interactions. None of the amyloid-beta studies seem to impact positively the clinical outcome of AD patients thus far, no matter the advancement of disease. It is time to consider other hypotheses for the pathogenesis of AD, including the potential role of human herpes viruses (HHV), and especially HHV1 (herpes simplex virus type 1), HHV3 (varicella zoster virus), HHV6A and HHV7. With this Perspective, we review the scientific evidence, and make the case for appropriately powered, prospective, randomized and controlled studies using an anti-HHV drug, to establish a causal role for HHV in AD.	2019	eng	Journal Article	United States	31175818	https://www.ncbi.nlm.nih.gov/pubmed/31175818	Alzheimer	-4709710373442563586
2980	2980	63	The Journal of pharmacy and pharmacology	Cannabinoid receptors in osteoporosis and osteoporotic pain: a narrative update of review.	Multiple-targeting against glial cells, CB receptors and TRPV1 channel may be one effective therapeutic strategy for osteoporotic pain in the future, following the elucidation of the complicated mechanism.	2019	eng	Review	England	31294469	https://www.ncbi.nlm.nih.gov/pubmed/31294469	headache	9158289456544908688
2981	2981	160	Experimental gerontology	Age-related changes in histone modification in rat gastrocnemius muscle.	Changes in histone acetylation and methylation status with aging affect gene expression and phenotype in several tissues; however, age-related changes in histone modification in the skeletal muscle have not been elucidated yet. This study investigated age-related global changes in histone modification in rat gastrocnemius muscle. Male Wistar rats (n = 28) were assigned to one of four age groups (n = 7 per group) corresponding to different life stages: 3 months old (3-mo; young), 6 months old (adult), 12 months old (12-mo; middle-aged), and 24 months old (24-mo; old). The gastrocnemius muscle was removed and global histone modification (acetylation and tri-methylation) at K9 and K27 was evaluated by western blotting. Relative muscle mass decreased in the 12- and 24-mo rats accompanied with reduction in type IIb myosin heavy chain isoforms and Myh4 (MHC IIB) mRNA expression. Histone H3 acetylation decreased in an age-dependent manner, with lower levels in 12- and 24-mo groups than in the 3-mo group. K9 and K27 acetylation decreased with age. Although there was no significant change in K27 tri-methylation, K9 tri-methylation showed an age-dependent decline. Histone modification status (acetylation at K9 and K27 and tri-methylation at K9) was positively associated with relative gastrocnemius muscle weight, the percentage of type IIb myosin heavy chain isoform, myosin heavy chain type IIb protein expression, and the level of Myh4 mRNA. Thus, global histone H3 methylation and acetylation decrease with age, and the latter might be associated with age-related muscle atrophy of rat gastrocnemius muscle.	2019	eng	Journal Article	England	31302168	https://www.ncbi.nlm.nih.gov/pubmed/31302168	aging	1496653703915349161
2982	2982	735	Statistics in medicine	A hypothesis testing procedure for random changepoint mixed models.	In biomedical research, random changepoint mixed models are used to take into account an individual breakpoint in a biomarker trajectory. This may be observed in the cognitive decline measured by psychometric tests in the prediagnosis phase of Alzheimer's disease. The existence, intensity and duration of this accelerated decline can depend on individual characteristics. The main objective of our work is to propose inferential methods to assess the existence of this phase of accelerated decline, ie, the existence of a random changepoint. To do so, we use a mixed model with two linear phases and test the nullity of the parameter measuring the difference of slopes between the two phases. Because we face the issue of nuisance parameters being unidentifiable under the null hypothesis, the supremum of the classic score test statistic on these parameters is used. The asymptotic distribution of the supremum under the null is approached with a perturbation method based on the multiplier bootstrap. The performance of our testing procedure is assessed via simulations and the test is applied to the French cohort PAQUID of elderly subjects to study the shape of the prediagnosis decline according to educational level. The test is significant for both educational levels and the estimated trajectories confirmed that educational level is a good marker for cognitive reserve.	2019	eng	Journal Article	England	31206731	https://www.ncbi.nlm.nih.gov/pubmed/31206731	Alzheimer	6070279813975953742
2983	2983	346	BioMed research international	Insulin Resistance and Cardiovascular Risks in Different Groups of Hemodialysis Patients: A Multicenter Study.	The level of IR and prevalence of CVD risks were high in hemodialysis patients. IR was independently associated with CVD risks.	2019	eng	Journal Article	United States	31309101	https://www.ncbi.nlm.nih.gov/pubmed/31309101	diabetes	-115892576593938933
2984	2984	290	NPJ primary care respiratory medicine	Real-life prescribing of asthmatic treatments in UK general practice over time using 2014 BTS/SIGN steps.	The 2014 British Thoracic Society (BTS) and Scottish Intercollegiate Guideline Network (SIGN) guidelines recommend a stepwise approach to asthma management. We investigated the management of asthma in primary care in the UK to understand how real-world practice compares with BTS/SIGN guidelines. Asthma patients were identified from the UK Clinical Practice Research Datalink from September 2006 to August 2016. Aims were to classify patients according to BTS/SIGN steps, describe the proportion of patients transitioning between steps and describe patient demographics and clinical characteristics per group. Overall, 647,308 patients with asthma were identified (40,096 aged 5-11 years; 607,212 aged 12-80 years). Most treated patients were in step 1 or 2 (88.3% of children/67.5% of adults in December 2007; 83.0% of children/67.0% of adults in June 2016). Most patients remained within their treatment step within a 6-month interval (>78% of children and adults throughout the study duration). The proportion of patients stepping up and down reduced from the beginning of the study, although stepping down to step 1 was relatively common in both adults and children. Few patients had a recorded asthma review in the year before reference date (18.8% of children and 14.8% of adults). Although prescribing patterns meant that most patients remained within their treatment step throughout the study, we cannot be sure that this was because their disease was truly stable. The small proportion of patients stepping up/down and the lack of recorded asthma review suggest that patients may not be treated in accordance with BTS/SIGN guidelines.	2019	eng	Journal Article	England	31296867	https://www.ncbi.nlm.nih.gov/pubmed/31296867	asthma	7775857588929395558
2985	2985	58	Annals of the American Thoracic Society	Methods for the Watch the Spot Trial: A Pragmatic Trial of More vs. Less Intensive Strategies for Active Surveillance of Small Pulmonary Nodules.	Small pulmonary nodules are most often managed by surveillance imaging with chest computed tomography (CT), but the optimal frequency and duration of surveillance are unknown. The Watch the Spot Trial is a multi-center, pragmatic, comparative effectiveness trial with cluster randomization by hospital or health system that compares more vs. less intensive strategies for active surveillance of small pulmonary nodules. The study plans to enroll approximately 35,200 patients with a small pulmonary nodule that is newly detected on chest CT, either incidentally or by screening. Study protocols for more and less intensive surveillance were adapted from published guidelines. The primary outcome is the percentage of cancerous nodules that progress beyond American Joint Committee on Cancer 7th edition (AJCC 7) stage T1aN0M0. Secondary outcomes include patient-reported anxiety and emotional distress, nodule-related health care utilization, radiation exposure, and adherence with the assigned surveillance protocol. Distinctive aspects of the trial include: (1) the pragmatic integration of study procedures into existing clinical workflow; (2) the use of cluster-randomization by hospital or health system; (3) the implementation and evaluation of a system-level intervention for protocol-based care; (4) the use of highly efficient, technology-enabled methods to identify and (passively) enroll participants; (5) reliance on data collected as part of routine clinical care, including data from electronic health records and state cancer registries; (6) linkage with state cancer registries for complete ascertainment of the primary study outcome; and (7) intensive engagement with a diverse group of patient and non-patient stakeholders in the design and execution of the study.	2019	eng	Journal Article	United States	31314549	https://www.ncbi.nlm.nih.gov/pubmed/31314549	cancer	-14569272361926584
2986	2986	8	IDCases	Symptomatic central nervous system tuberculoma, a case report in the United States and literature review.	Intracranial tuberculoma is one of the rare central nervous system manifestations of 	2019	eng	Case Reports	Netherlands	31312602	https://www.ncbi.nlm.nih.gov/pubmed/31312602	tuberculosis	-197504840924463488
2987	2987	387	BMC pediatrics	The discovery BPD (D-BPD) program: study protocol of a prospective translational multicenter collaborative study to investigate determinants of chronic lung disease in very low birth weight infants.	Does not apply for this study.	2019	eng	Journal Article	England	31279333	https://www.ncbi.nlm.nih.gov/pubmed/31279333	asthma	8020104407235635818
2988	2988	253	Frontiers in behavioral neuroscience	The Comparison of a New Ultrasound-Induced Depression Model to the Chronic Mild Stress Paradigm.	"Willner's ""chronic mild stress"" (CMS) model is a globally recognized and most commonly used depression model. A depression model induced by ultrasonic exposure of variable frequencies has been created in our laboratory. This article compares two models of the depressive-like state according to three validity criteria. "	2019	eng	Journal Article	Switzerland	31312126	https://www.ncbi.nlm.nih.gov/pubmed/31312126	depression	-746073086109727488
2989	2989	352	BMC biology	RNA processing errors triggered by cadmium and integrator complex disruption are signals for environmental stress.	Our results are consistent with a model in which disruption of integrator processing of RNA acts as a molecular damage signal initiating an adaptive stress response mediated by heat shock factor-1. When numr-1 is induced via this pathway in C. elegans, its function in RNA metabolism may allow it to mitigate further damage and thereby promote tolerance to cadmium.	2019	eng	Journal Article	England	31311534	https://www.ncbi.nlm.nih.gov/pubmed/31311534	stress	4607279316199873708
2990	2990	179	The journal of headache and pain	Galcanezumab in episodic migraine: subgroup analyses of efficacy by high versus low frequency of migraine headaches in phase 3 studies (EVOLVE-1 & EVOLVE-2).	NCT02614183 , NCT02614196 .	2019	eng	Journal Article	England	31253091	https://www.ncbi.nlm.nih.gov/pubmed/31253091	headache	3566197569262766169
2991	2991	694	Ideggyogyaszati szemle	The prevalence of sarcopenia and dynapenia according to stage among Alzheimer-type dementia patients.	A krónikus, progresszív betegségek esetén, amilyen az AD is, fontos a különböző élettani paraméterek - például izomtömeg, izomerő, fizikai teljesítőképesség - romlásának korai stádiumban való azonosítása, és a szekunder prevenció mielőbbi elkezdése.	2019	eng	Journal Article	Hungary	31241261	https://www.ncbi.nlm.nih.gov/pubmed/31241261	Alzheimer	4876769046116846438
2992	2992	275	Journal of food science	Antioxidant Profile of 1-Monocaffeoyl Glycerol in Lipophobic/Lipophilic Media.	Oxidative stress has been generally considered as one trigger of organism imbalance, resulting in lipid peroxidation, DNA damage and protein oxidation, which could be relieved by antioxidant supplement or endogenous antioxidant system. In present study, 1-monocaffeoyl glycerol (1-MCG), an amphipathic caffeic acid natural derivative, was enzymatically synthesized by Lipozyme 435, and its antioxidant profile in both lipophilic and lipophobic media was evaluated. The 1-MCG was identified by HPLC-UV, HPLC-ESI-MS, and 	2019	eng	Journal Article	United States	31313325	https://www.ncbi.nlm.nih.gov/pubmed/31313325	stress	8477804012624580461
2993	2993	387	Frontiers in immunology	Granzyme A Stimulates pDCs to Promote Adaptive Immunity via Induction of Type I IFN.	Granzyme A (GzmA), together with perforin, are well-known for their cytotoxic activity against tumor or virus-infected cells. In addition to this cytotoxic function, GzmA stimulates several immune cell types and induces inflammation in the absence of perforin, however, its effect on the dendritic cell (DC) is unknown. In the current study, we showed that recombinant GzmA induced the phenotypic maturation of plasmacytoid DCs (pDCs) and conventional DCs (cDCs), but not their apoptosis. Particularly, GzmA made pDCs more functional, thus leading to production of type I interferon (IFN) via the TLR9-MyD88 pathway. We also demonstrated that GzmA binds TLR9 and co-localizes with it in endosomes. When co-administered with antigen, GzmA acted as a powerful adjuvant for eliciting antigen-specific cytotoxic CD8	2019	eng	Journal Article	Switzerland	31293597	https://www.ncbi.nlm.nih.gov/pubmed/31293597	vaccine	717471739656838182
2994	2994	38	Frontiers in aging neuroscience	Differential Associations Between Distinct Components of Cognitive Function and Mobility: Implications for Understanding Aging, Turning and Dual-Task Walking.	Our results extend converging evidence of the involvement of executive functions and processing speed in specific aspects of mobility, along with the role of language. The study has important implications for aging in terms of both assessment and rehabilitation of cognition and gait as well as for the emerging dual-tasking theories and the role of the neural pathways involved in mobility.	2019	eng	Journal Article	Switzerland	31312137	https://www.ncbi.nlm.nih.gov/pubmed/31312137	aging	-7273935215244206740
2995	2995	560	Hepatology research : the official journal of the Japan Society of Hepatology	Slow Walking Speed Overlapped with Low Hand Grip Strength in Chronic Liver Disease Patients with Hepatocellular Carcinoma.	No difference was seen in the prevalence of muscle dysfunction between the AWGS and JSH criteria in CLD patients with HCC. Furthermore, all patients with slow walking speed also exhibited low hand grip strength. Thus, for the evaluation of muscle dysfunction, grip strength may be a suitable proxy for walking speed in CLD patients with HCC.	2019	eng	Journal Article	Netherlands	31273895	https://www.ncbi.nlm.nih.gov/pubmed/31273895	Cirrhosis	4945121243335041737
2996	2996	156	BMC pharmacology & toxicology	Development of a mortality score to assess risk of adverse drug reactions among hospitalized patients with moderate to severe chronic kidney disease.	Mortality prediction model among hospitalized stages 3 to 5 CKD patients experienced ADR was developed in this study. This prediction model adds new knowledge to the healthcare system despite its modest performance coupled with its high sensitivity and specificity. This tool is clinically useful and effective in identifying potential CKD patients at high risk of ADR-related mortality during hospitalization using routinely performed clinical data.	2019	eng	Journal Article	England	31287030	https://www.ncbi.nlm.nih.gov/pubmed/31287030	heart+disease	2870099478920706993
2997	2997	360	Diabetes, metabolic syndrome and obesity : targets and therapy	Liraglutide ameliorates nonalcoholic fatty liver disease in diabetic mice via the IRS2/PI3K/Akt signaling pathway.		2019	eng	Journal Article	New Zealand	31308717	https://www.ncbi.nlm.nih.gov/pubmed/31308717	diabetes	3714350889740403446
2998	2998	120	The new microbiologica	SLAM Project - Second-Level Diagnostic Assessment: Multidisciplinary approach to HIV Patients.	The aim of the study is to propose a multidimensional second-level diagnostic assessment to allow follow-up in the event physicians observe the presence of risk factors and/or active comorbidities in HIV-infected patients. To develop our proposal, we chose the Delphi method that has been used for about 30 years in the healthcare field. The CISAI Group (Coordinamento Italiano per lo Studio dell'Allergia in Infezione da HIV) conducted this study. The first phase of the study provided identification of the questionnaire for secondlevel diagnostic assessment of HIV-infected patients. From March to July 2018 the questionnaire was submitted to 48 experts from 10 Italian HIVdedicated sites. The questionnaire consisted of 102 items divided into 7 survey areas. The results can be summarized as follows: infectious disease diagnostics, 18 items reached agreement in 9 cases; osteoporosis diagnostics 12 items with 3 agreements; metabolic and cardiovascular diagnostics 13 items with 4 agreements; nephrology diagnostics 19 items with 8 agreements; hepatology diagnostics 12 items with 9 agreements; CNS diagnostics: 18 items with 7 agreements; psychological diagnostics and quality of life assessment (QoL) 10 items with no agreement. If these considerations are confirmed in required discussions and in-depth analyses, they will be able to produce an important indication in the drafting of national guidelines.	2019	eng	Journal Article	Italy	31305935	https://www.ncbi.nlm.nih.gov/pubmed/31305935	HIV	-7826213337362450520
2999	2999	58	Acta psychiatrica Scandinavica	The association between depressive mood and ischemic heart disease: a twin study.	Genetic factors and early life environment do not seem to explain the association between depressive mood and ischemic heart disease. This article is protected by copyright. All rights reserved.	2019	eng	Journal Article	United States	31306494	https://www.ncbi.nlm.nih.gov/pubmed/31306494	heart+disease	409265364477466508
3000	3000	380	 	Cancer-Related Post-traumatic Stress (PDQ®): Patient Version	"This PDQ cancer information summary has current information about the treatment of cancer-related post-traumatic stress. It is meant to inform and help patients, families, and caregivers. It does not give formal guidelines or recommendations for making decisions about health care. Editorial Boards write the PDQ cancer information summaries and keep them up to date. These Boards are made up of experts in cancer treatment and other specialties related to cancer. The summaries are reviewed regularly and changes are made when there is new information. The date on each summary (""Date Last Modified"") is the date of the most recent change. The information in this patient summary was taken from the health professional version, which is reviewed regularly and updated as needed, by the PDQ Supportive and Palliative Care Editorial Board."	2019	eng	Review	 	26389374	https://www.ncbi.nlm.nih.gov/pubmed/26389374	stress	-9103776596534246502
3001	3001	634	Digestive diseases and sciences	Liver Transplantation for Nonalcoholic Steatohepatitis: Pathophysiology of Recurrence and Clinical Challenges.	Nonalcoholic steatohepatitis is the fastest-growing indication for the liver transplant and a leading cause of hepatocellular carcinoma among patients listed for liver transplantation in the USA. Post-transplant nonalcoholic hepatic steatosis and steatohepatitis are frequent complications of liver transplantation. Nonalcoholic steatohepatitis poses a significant challenge in both pre- and post-transplant period due to its association with metabolic syndrome, coronary artery disease, chronic kidney disease, and obstructive sleep apnea. While optimal therapy is not yet available in the post-liver transplant setting, lifestyle interventions continue to remain as the mainstay of therapy for post-transplant nonalcoholic steatohepatitis. Early recognition with protocol biopsies and noninvasive modalities, along with modification of known risk factors, are the most effective methods to curtail the progression of nonalcoholic steatohepatitis in the absence of FDA-approved pharmacologic therapy.	2019	eng	Review	United States	31312990	https://www.ncbi.nlm.nih.gov/pubmed/31312990	obesity	-44082375822273498
3002	3002	0	 	Primary Angioplasty: Efficacy and Outcomes	Internationally ischaemic heart disease (IHD) is the single most common cause of death, and its frequency is increasing. The relative incidences of ST-elevation myocardial infarction (STEMI) and non-ST-elevation myocardial infarction (NSTEMI) are decreasing and increasing, respectively. In European countries, the incidence rate for STEMI ranges from 43 to 144 per 100,000 population per year. Similarly, the reported adjusted incidence rates from the USA decreased from 133 per 100,000 in 1999 to 50 per 100,000 in 2008, whereas the incidence of NSTEMI remained constant or increased slightly. STEMI is more common in younger than in older people and is more common in men than in women.	2019	eng	Review	 	31314430	https://www.ncbi.nlm.nih.gov/pubmed/31314430	heart+disease	-1443593727366384026
3003	3003	206	 	 	The world is faced with an epidemic of metabolic diseases such as obesity and type 2 diabetes. This is due to changes in dietary habits and the decrease in physical activity. Exercise is usually part of the prescription, the first line of defense, to prevent or treat metabolic disorders. However, we are still learning how and why exercise provides metabolic benefits in human health. This open access volume focuses on the cellular and molecular pathways that link exercise, muscle biology, hormones and metabolism. This will include novel “myokines” that might act as new therapeutic agents in the future. 	2019	eng	Review	 	31314235	https://www.ncbi.nlm.nih.gov/pubmed/31314235	diabetes	2171751753892441512
3004	3004	323	Vaccine	Effective mosaic-based nanovaccines against avian influenza in poultry.	"Avian influenza virus (AIV) is an extraordinarily diverse pathogen that causes significant morbidity in domesticated poultry populations and threatens human life with looming pandemic potential. Controlling avian influenza in susceptible populations requires highly effective, economical and broadly reactive vaccines. Several AIV vaccines have proven insufficient despite their wide use, and better technologies are needed to improve their immunogenicity and broaden effectiveness. Previously, we developed a ""mosaic"" H5 subtype hemagglutinin (HA) AIV vaccine and demonstrated its broad protection against diverse highly pathogenic H5N1 and seasonal H1N1 virus strains in mouse and non-human primate models. There is a significant interest in developing effective and safe vaccines against AIV that cannot contribute to the emergence of new strains of the virus once circulating in poultry. Here, we report on the development of an H5 mosaic (H5M) vaccine antigen formulated with polyanhydride nanoparticles (PAN) that provide sustained release of encapsulated antigens. H5M vaccine constructs were immunogenic whether delivered by the modified virus Ankara (MVA) strain or encapsulated within PAN. Both humoral and cellular immune responses were generated in both specific-pathogen free (SPF) and commercial chicks. Importantly, chicks vaccinated by H5M constructs were protected in terms of viral shedding from divergent challenge with a low pathogenicity avian influenza (LPAI) strain at 8 weeks post-vaccination. In addition, protective levels of humoral immunity were generated against highly pathogenic avian influenza (HPAI) of the similar H5N1 and genetically dissimilar H5N2 viruses. Overall, the developed platform technologies (MVA vector and PAN encapsulation) were safe and provided high levels of sustained protection against AIV in chickens. Such approaches could be used to design more efficacious vaccines against other important poultry infections."	2019	eng	Journal Article	Netherlands	31300285	https://www.ncbi.nlm.nih.gov/pubmed/31300285	vaccine	896159636285333275
3005	3005	247	Acute medicine & surgery	Methylxanthine use for acute asthma in the emergency department in Japan: a multicenter observational study.	In this multicenter study, approximately 6% of ED patients with acute asthma were treated with methylxanthines, with a wide variation across EDs. The number of annual ED patients with acute asthma was significantly associated with a lower likelihood of methylxanthine use, whereas having an ED asthma treatment protocol and systemic corticosteroid use in the ED were associated with a higher likelihood of methylxanthine treatment.	2019	eng	Journal Article	United States	31304030	https://www.ncbi.nlm.nih.gov/pubmed/31304030	asthma	-5521549171704079872
3006	3006	253	Global health research and policy	Implementation and fidelity of a participatory learning and action cycle intervention to prevent and control type 2 diabetes in rural Bangladesh.	Our complex intervention was implemented as planned and is likely to be valid in similar contexts given the flexibility of the participatory approach to contextually specific barriers to prevention and control of type 2 diabetes. Fidelity to the participatory approach is key to implementing the intervention and effectively addressing type 2 diabetes in a low-income country.	2019	eng	Journal Article	England	31312722	https://www.ncbi.nlm.nih.gov/pubmed/31312722	diabetes	-686679025328909441
3007	3007	490	Epidemiologia e prevenzione	[The epidemiological surveillance in the programme of public health intervention in the national priority contaminated sites of Sicily Region (Southern Italy): update of mortality, hospitalization, and cancer incidence].	data from the new surveillance system help to define the health profile in the NPCSs of Sicily. Even using the local level of comparison, that was added to the traditional approach in geographic studies for the NPCSs available to date, the particular impact of some chronic diseases in these populations has been confirmed also in recent years.	2019	ita	Journal Article	Italy	31293132	https://www.ncbi.nlm.nih.gov/pubmed/31293132	Cirrhosis	-5690023155612846030
3008	3008	619	Alzheimer disease and associated disorders	Identifying an Optimal Cutoff of the Montreal Cognitive Assessment to Predict Amyloid-PET Positivity in a Referral Memory Clinic.	Amyloid-PET positivity is associated with lower MoCA scores. Clinical utility of amyloid-PET scan is likely to be suboptimal at the MoCA score cutoff for minimal cognitive impairment.	2019	eng	Journal Article	United States	31305321	https://www.ncbi.nlm.nih.gov/pubmed/31305321	Alzheimer	-2923886912694084893
3009	3009	44	Canadian family physician Medecin de famille canadien	Traveler's diarrhea.	 	2019	eng	Journal Article	Canada	31300433	https://www.ncbi.nlm.nih.gov/pubmed/31300433	Diarrhea	-8900113512825364282
3010	3010	527	Canadian journal of gastroenterology & hepatology	Ischemic Postconditioning (IPostC) Protects Fibrotic and Cirrhotic Rat Livers after Warm Ischemia.	IPostC following warm ischemia protects healthy, fibrotic, and cirrhotic livers against IRI. Reduced efflux of TXB	2019	eng	Journal Article	Egypt	31281804	https://www.ncbi.nlm.nih.gov/pubmed/31281804	Cirrhosis	2760335717049716507
3011	3011	252	Journal of preventive medicine and hygiene	Assessment of oral hygiene trends among dental patients in relation to chronic medical conditions by dental students. A cross-sectional study.	There is scarcity of data regarding dental healthcare knowledge and attitudes in dental clinical settings. Additional clinical training for dental students would increase their willingness to play a preventive and educational role in the oral care of patients.	2019	eng	Journal Article	Italy	31312740	https://www.ncbi.nlm.nih.gov/pubmed/31312740	diabetes	-1419188045265393093
3012	3012	91	European journal of obstetrics, gynecology, and reproductive biology	Attained pregnancy among women with a prosthetic heart valve.	Women who undergo aortic or mitral valve replacement are less likely to achieve a pregnancy than matched counterparts without heart disease. This information, and the reasons for why this is so, can inform decisions about the timing of valve replacement and pregnancy planning.	2019	eng	Journal Article	Ireland	31299524	https://www.ncbi.nlm.nih.gov/pubmed/31299524	heart+disease	-502840688786875793
3013	3013	486	Acta neurochirurgica	Early and midterm results of treatment of giant internal carotid artery paraclinoid aneurysms with trapping and flow diverters.	FDD deployment for giant paraclinoid aneurysms results in comparable angiographic and clinical outcomes to aneurysm trapping. Despite implementation of modern endovascular treatment methods, aneurysm trapping remains a valuable treatment option in carefully selected patients with giant paraclinoid aneurysms.	2019	eng	Journal Article	Austria	31309305	https://www.ncbi.nlm.nih.gov/pubmed/31309305	stroke	2572662123697831414
