 	Primary Angioplasty: Efficacy and Outcomes	Internationally ischaemic heart disease (IHD) is the single most common cause of death, and its frequency is increasing. The relative incidences of ST-elevation myocardial infarction (STEMI) and non-ST-elevation myocardial infarction (NSTEMI) are decreasing and increasing, respectively. In European countries, the incidence rate for STEMI ranges from 43 to 144 per 100,000 population per year. Similarly, the reported adjusted incidence rates from the USA decreased from 133 per 100,000 in 1999 to 50 per 100,000 in 2008, whereas the incidence of NSTEMI remained constant or increased slightly. STEMI is more common in younger than in older people and is more common in men than in women.	2019	eng	Review	 	31314430	https://www.ncbi.nlm.nih.gov/pubmed/31314430	heart+disease
World neurosurgery	Emergent Decompression Of Intracranial Abscess In Eisenmenger Syndrome.	Eisenmenger syndrome is a rare sequela of uncorrected congenital heart disease complicated by pulmonary hypertension, from which reversal of the pathologic left-to-right cardiovascular shunt and cyanosis follow. Right-to-left shunting can lead to paradoxical cerebral emboli-increasing the risk of spontaneous or iatrogenic stroke and cerebral abscess. A 38 year-old man presented with new focal seizures due to a brain abscess. Ventricular septal defect and pulmonary hypertension were identified. Despite dexamethasone and broad-spectrum antibiotics, he developed hemiparesis and altered mental status, and required emergent stereotactic abscess drainage. Despite the anesthetic hazards of Eisenmenger syndrome, the procedure was successful, and the patient recovered completely. Non-cardiac perioperative mortality in Eisenmenger syndrome is historically reported up to 19%, and risks are further increased with prolonged case duration or hypotension, mandating vigilant attention to volume status. Correspondingly, shorter or lower-risk procedures such as stereotactic drainage are recommended. Procedures should be performed only at centers with expertise in management of Eisenmenger syndrome and cardiac-specialized anesthesiologists whenever possible. Although a conservative approach with early, aggressive medical management is preferred, operative intervention may be required in the setting of progressive deterioration, and excellent postoperative outcomes are achievable.	2019	eng	Journal Article	United States	31295595	https://www.ncbi.nlm.nih.gov/pubmed/31295595	heart+disease
International journal of biological macromolecules	Synthesis and characterization of carboxymethyl starch-g-polyacrylic acids and their properties as adsorbents for ammonia and phenol.	Cigarette smoke contains a lot of harmful chemicals which cause different diseases like cancer, heart disease, bronchitis and ulcer etc. Ammonia and phenol are among those chemicals which cause cancer, fibrosis, respiratory disorder and pneumonia. So, to remove ammonia and phenol from cigarette smoke, five different types of carboxymethyl starch-g-polyacrylic acids (CMS-g-PAAs) were synthesized by using different initiators, different mole ratio of acrylic acid to CMS anhydroglucose unit (AGU) and different amount of water. Three types of modified CMSs, CMS-g-PAA1, CMS-g-PAA3 and CMS-g-PAA4 were selected for further characterization and application for ammonia and phenol adsorption. The 	2019	eng	Journal Article	Netherlands	31295480	https://www.ncbi.nlm.nih.gov/pubmed/31295480	heart+disease
PloS one	Twitter-based measures of neighborhood sentiment as predictors of residential population health.	Several studies have recently applied sentiment-based lexicons to Twitter to gauge local sentiment to understand health behaviors and outcomes for local areas. While this research has demonstrated the vast potential of this approach, lingering questions remain regarding the validity of Twitter mining and surveillance in local health research. First, how well does this approach predict health outcomes at very local scales, such as neighborhoods? Second, how robust are the findings garnered from sentiment signals when accounting for spatial effects? To evaluate these questions, we link 2,076,025 tweets from 66,219 distinct users in the city of San Diego over the period of 2014-12-06 to 2017-05-24 to the 500 Cities Project data and 2010-2014 American Community Survey data. We determine how well sentiment predicts self-rated mental health, sleep quality, and heart disease at a census tract level, controlling for neighborhood characteristics and spatial autocorrelation. We find that sentiment is related to some outcomes on its own, but these relationships are not present when controlling for other neighborhood factors. Evaluating our encoding strategy more closely, we discuss the limitations of existing measures of neighborhood sentiment, calling for more attention to how race/ethnicity and socio-economic status play into inferences drawn from such measures.	2019	eng	Journal Article	United States	31295294	https://www.ncbi.nlm.nih.gov/pubmed/31295294	heart+disease
PloS one	Multimorbidity and health seeking behaviours among older people in Myanmar: A community survey.	Chronic conditions are common among older people in Myanmar, with higher prevalence in women and in urban areas. The lower prevalence of chronic conditions in those who live in rural areas may be related to living a more traditional lifestyle.	2019	eng	Journal Article	United States	31295287	https://www.ncbi.nlm.nih.gov/pubmed/31295287	heart+disease
MMWR. Morbidity and mortality weekly report	Workplace Secondhand Tobacco Smoke Exposure Among U.S. Nonsmoking Workers, 2015.	Secondhand tobacco smoke (SHS) exposure contributes to ill health and disease, including heart disease, lung cancer, and stroke (1). Although cigarette smoking has declined among U.S. workers, workplace exposure to SHS remains high, particularly among workers in certain industries, such as construction (2,3). Implementation of smoke-free laws has proven to be beneficial in reducing SHS exposure in general (1). CDC analyzed data from the 2015 National Health Interview Survey (NHIS) Occupational Health Supplement to assess the prevalence of self-reported workplace SHS exposure among nonsmoking workers by smoke-free policy status in the workers' states of residence and in detailed industry categories and subcategories. In 2015, 19.9% of nonsmoking workers reported any exposure to SHS at work during the 12 months preceding the interview, and 10.1% reported frequent exposure (twice a week or more). Nonsmoking workers who resided in states with comprehensive smoke-free laws in all three categories of venues (private worksites, bars, and restaurants) were least likely to report frequent exposure to workplace SHS. Nonsmoking workers employed in the commercial and industrial machinery and equipment repair and maintenance industry reported the highest prevalences of any workplace SHS exposure (65.1%), whereas the construction industry had the highest reported number of exposed workers (2.9 million); these industry categories/subcategories include outdoor workplaces and other settings that are unlikely to be protected by smoke-free laws. Identifying specific at-risk workplaces and implementing targeted intervention strategies could help reduce SHS exposure at work and protect workers' health.	2019	eng	Journal Article	United States	31295233	https://www.ncbi.nlm.nih.gov/pubmed/31295233	heart+disease
Research and practice in thrombosis and haemostasis	Venous thromboembolism in chronic pediatric heart disease is associated with substantial health care burden and expenditures.	None	2019	eng	Journal Article	United States	31294324	https://www.ncbi.nlm.nih.gov/pubmed/31294324	heart+disease
Frontiers in pediatrics	Congenital Heart Disease in East Africa.	Congenital Heart Disease (CHD) is an enormous problem in Low Middle Income Countries and particularly in sub-Saharan Africa. There is an estimated 500,000 children born in Africa with CHD each year with a major proportion of this in sub-Saharan Africa. The vast majority of these children receive sub-optimal or no care at all. In East Africa: Kenya, Tanzania, and Uganda have all attempted to create a CHD service for the last 20 years with minimal success due to various factors. Visiting cardiac missions have made considerable contributions in the development of CHD services in these countries, however there remains a significant number of children with lack of care. We explore the positive aspects of the current projects, the various factors that hinder growth in this area, and what can be done to promote CHD service growth in these countries.	2019	eng	Journal Article	Switzerland	31294003	https://www.ncbi.nlm.nih.gov/pubmed/31294003	heart+disease
Journal of thoracic disease	Initial experiences with a centrifugal-pump based minimal invasive extracorporeal circulation system in pediatric congenital cardiac surgery.	MiECC can be performed by using standard techniques for closed and open cardiac procedures for the correction of a variety of malformations in neonates and children with good results and uneventful postoperative course.	2019	eng	Journal Article	China	31293793	https://www.ncbi.nlm.nih.gov/pubmed/31293793	heart+disease
Frontiers in physiology	Renyi Distribution Entropy Analysis of Short-Term Heart Rate Variability Signals and Its Application in Coronary Artery Disease Detection.	Coronary artery disease (CAD) is a life-threatening condition that, unless treated at an early stage, can lead to congestive heart failure, ischemic heart disease, and myocardial infarction. Early detection of diagnostic features underlying electrocardiography signals is crucial for the identification and treatment of CAD. In the present work, we proposed novel entropy called Renyi Distribution Entropy (RdisEn) for the analysis of short-term heart rate variability (HRV) signals and the detection of CAD. Our simulation experiment with synthetic, physiological, and pathological signals demonstrated that RdisEn could distinguish effectively among different subject groups. Compared to the values of sample entropy or approximation entropy, the RdisEn value was less affected by the parameter choice, and it remained stable even in short-term HRV. We have developed a combined CAD detection scheme with RdisEn and wavelet packet decomposition (WPD): (1) Normal and CAD HRV beats obtained were divided into two equal parts. (2) Feature acquisition: RdisEn and WPD-based statistical features were calculated from one part of HRV beats, and student's 	2019	eng	Journal Article	Switzerland	31293457	https://www.ncbi.nlm.nih.gov/pubmed/31293457	heart+disease
Blood pressure	Added value of aortic pulse wave velocity index for the detection of coronary heart disease by elective coronary angiography.	None	2019	eng	Journal Article	England	31293183	https://www.ncbi.nlm.nih.gov/pubmed/31293183	heart+disease
Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology	Vernakalant for cardioversion of recent-onset atrial fibrillation: a systematic review and meta-analysis.	Vernakalant should be a first line option for the pharmacological cardioversion of patients with haemodynamically stable recent-onset AF without severe structural heart disease.	2019	eng	Journal Article	England	31292622	https://www.ncbi.nlm.nih.gov/pubmed/31292622	heart+disease
European heart journal	Corrigendum to: Ephemeral Coronary Heart Disease.	 	2019	eng	Journal Article	England	31292619	https://www.ncbi.nlm.nih.gov/pubmed/31292619	heart+disease
European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery	Risk factors for chylothorax and persistent serous effusions after congenital heart surgery.	Persistent serous effusion is associated with a higher vasoactive inotropic score 72 h after surgery, an aortic cross-clamp time >86 min and elevated central venous pressure directly after surgery, which, in combination, potentially indicate cardiac stress. The developed logistic algorithm helps to estimate future likelihood.	2019	eng	Journal Article	Germany	31292607	https://www.ncbi.nlm.nih.gov/pubmed/31292607	heart+disease
Nature communications	Paternal-age-related de novo mutations and risk for five disorders.	There are established associations between advanced paternal age and offspring risk for psychiatric and developmental disorders. These are commonly attributed to genetic mutations, especially de novo single nucleotide variants (dnSNVs), that accumulate with increasing paternal age. However, the actual magnitude of risk from such mutations in the male germline is unknown. Quantifying this risk would clarify the clinical significance of delayed paternity. Using parent-child trio whole-exome-sequencing data, we estimate the relationship between paternal-age-related dnSNVs and risk for five disorders: autism spectrum disorder (ASD), congenital heart disease, neurodevelopmental disorders with epilepsy, intellectual disability and schizophrenia (SCZ). Using Danish registry data, we investigate whether epidemiologic associations between each disorder and older fatherhood are consistent with the estimated role of dnSNVs. We find that paternal-age-related dnSNVs confer a small amount of risk for these disorders. For ASD and SCZ, epidemiologic associations with delayed paternity reflect factors that may not increase with age.	2019	eng	Journal Article	England	31292440	https://www.ncbi.nlm.nih.gov/pubmed/31292440	heart+disease
Circulation journal : official journal of the Japanese Circulation Society	Evaluation of Risk Factors for Major Amputation in Patients With Diabetes and Peripheral Artery Disease Receiving Antiplatelet Therapy　- Post Hoc Analysis of a Prospective Observational Multicenter Cohort Study (SEASON).	These findings inform real-world understanding of PAD in diabetic patients receiving antiplatelet therapy in Japan, and showed that ABI <0.4 was the strongest risk factor for amputation.	2019	eng	Journal Article	Japan	31292312	https://www.ncbi.nlm.nih.gov/pubmed/31292312	heart+disease
Heart (British Cardiac Society)	Progression of aortic root dilatation and aortic valve regurgitation after the arterial switch operation.	After ASO, neo-aortic dilatation proceeds beyond childhood and is associated with an increase in AR incidence over time. Careful follow-up of the neo-aortic valve and root function is mandatory, especially in males and in patients with complex TGA anatomy.	2019	eng	Journal Article	England	31292191	https://www.ncbi.nlm.nih.gov/pubmed/31292191	heart+disease
The Canadian journal of cardiology	Predicting 15-Year Mortality in Adults With Congenital Heart Disease Using Disease Severity and Functional Indices.	These results suggest that the Task Force 1 of the 32nd Bethesda Conference, New York Heart Association functional class, Ability Index, and CHDFI could aid in predicting long-term mortality. The CHDFI demonstrated the highest discrimination ability and emphasizes the importance to integrate both anatomic and physiological variables to predict long-term mortality.	2019	eng	Journal Article	England	31292090	https://www.ncbi.nlm.nih.gov/pubmed/31292090	heart+disease
The Canadian journal of cardiology	The Complex Relationship That Is RV-PA Coupling and Its Relevance to Managing Congenital Heart Disease.	 	2019	eng	Editorial	England	31292078	https://www.ncbi.nlm.nih.gov/pubmed/31292078	heart+disease
Xi bao yu fen zi mian yi xue za zhi = Chinese journal of cellular and molecular immunology	[The number and subgroups of lymphocytes in valve tissue of rheumatic heart disease combined with diabetes mellitus].	Objective To investigate the effect of diabetes mellitus on lymphocytes in rheumatic heart valve tissue and its mechanism. Methods Valve tissues of 40 patients undergoing heart valve replacement were collected, including 20 patients in rheumatic heart disease group (without diabetes) and 20 patients in diabetic group (rheumatic heart disease combined with diabetes). In addition, 20 cases of valve tissue from control group were collected. HE staining was used to observe the damage of valve tissue and the area of collagen degeneration. CD4	2019	chi	Journal Article	China	31292060	https://www.ncbi.nlm.nih.gov/pubmed/31292060	heart+disease
Respiratory research	Do blood eosinophils strictly reflect airway inflammation in COPD? Comparison with asthmatic patients.	Blood eosinophils correlated with sputum eosinophils to a lesser degree in COPD than in asthmatic patients. Older age, high blood eosinophils and hypertension affected the correlation between blood and sputum eosinophils, more studies are needed to evaluate the role of other cardiac comobidities.	2019	eng	Journal Article	England	31291952	https://www.ncbi.nlm.nih.gov/pubmed/31291952	heart+disease
PloS one	Substituting polyunsaturated fat for saturated fat: A health impact assessment of a fat tax in seven European countries.	There is evidence that replacing saturated fat (SFA) with polyunsaturated fat (PUFA) lowers ischemic heart disease (IHD). In order to improve the population's diet, the World Health Organization has called for the taxation of foods that are high in SFA. We aimed to assess the potential health gains of a European fat tax by applying the SFA intake reduction that has been observed under the Danish fat tax to six other European countries. For each country, we created a fat tax scenario with a decreased SFA intake and a corresponding increase in PUFA. We compared this fat tax scenario to a reference scenario with no change in SFA intake, and to a guideline scenario with a population-wide SFA intake in line with dietary recommendations. We used DYNAMO-HIA to dynamically project the policy-attributable IHD cases of these three scenarios 10 years into the future. A fat tax would reduce prevalent IHD cases by a minimum of 500 and 300 among males and females in Denmark, respectively, up to a maximum of 5,600 and 4,000 among males and females in the UK. Thereby, the prevented IHD cases under a fat tax scenario would correspond to between 11.0% (in females in the Netherlands) and 29.5% (in females in Italy) of the prevented IHD cases under a guideline scenario, which represents the maximum preventable disease burden. Henceforth, our quantification of beneficial health impacts makes the case for the policy debate on fat taxes.	2019	eng	Journal Article	United States	31291265	https://www.ncbi.nlm.nih.gov/pubmed/31291265	heart+disease
Journal of psychiatric practice	Drug-Drug Interactions (DDIs) in Psychiatric Practice, Part 6: Pharmacodynamic Considerations.	This column is the sixth in a series exploring drug-drug interactions (DDIs) with a special emphasis on psychiatric medications. The first 3 columns in this DDI series discussed why patients being treated with psychiatric medications are at increased risk for taking multiple medications and thus experiencing DDIs, how to recognize such DDIs, strategies for avoiding and/or minimizing adverse outcomes from such DDIs, and pharmacokinetic considerations concerning DDIs in psychiatric practice. The fourth and fifth columns in this series presented a pair of parallel tables, one of which outlined the primary, known mechanism(s) of action of all commonly used psychiatric medications and one of which summarized major types of pharmacodynamic DDIs based on mechanism of action. Clinicians can use these 2 tables together to predict pharmacodynamically mediated DDIs. This sixth column in the series discusses some key issues related to pharmacodynamic interactions involving commonly used psychiatric medications. The column first discusses 3 types of pharmacological agents that deserve special mention because of the widespread types of pharmacodynamic DDIs they can have with psychiatric and other medications: ethanol, opioids, and monoamine oxidase inhibitors, with a special focus on hypertensive crises and serotonin syndrome with monoamine oxidase inhibitors. The column also discusses DDIs in terms of effects on the cardiovascular system, including QTc prolongation, blood pressure and heart rate regulation, increased risk of bleeding and abnormal bleeding, and valvular heart disease, and on the central nervous system, including increased sedation, respiratory depression, body temperature regulation, and tardive dyskinesia. The overall goal of this series of columns is to present a simple way of conceptualizing neuropsychiatric medications in terms of their pharmacodynamics and pharmacokinetics to allow prescribers to take these facts into consideration when they need to use more than 1 drug in combination to optimally treat a patient.	2019	eng	Journal Article	United States	31291209	https://www.ncbi.nlm.nih.gov/pubmed/31291209	heart+disease
Journal of pediatric psychology	From Diagnoses to Ongoing Journey: Parent Experiences Following Congenital Heart Disease Diagnoses.	Parents' experiences informed both acute and long term implications following CHD diagnoses, and highlight current gaps in mental health care. Direction for clinical care and improved intervention opportunities are discussed.	2019	eng	Journal Article	United States	31290975	https://www.ncbi.nlm.nih.gov/pubmed/31290975	heart+disease
JAMA cardiology	Systolic Blood Pressure and Risk of Valvular Heart Disease: A Mendelian Randomization Study.	Lifetime exposure to elevated systolic BP appears to be associated with an increased risk of major valvular heart disease.	2019	eng	Journal Article	United States	31290937	https://www.ncbi.nlm.nih.gov/pubmed/31290937	heart+disease
Journal of clinical hypertension (Greenwich, Conn.)	Orthostatic hypotension and the risk of atrial fibrillation and other cardiovascular diseases: An updated meta-analysis of prospective cohort studies.	The relationships between orthostatic hypotension (OH) and some kinds of cardiovascular disease are inconsistent among studies. This updated meta-analysis was conducted in hopes of producing progress on this topic. A systematic database search was performed in electronic databases, including the Chinese Biomedical Database (CBM), PubMed, Web of Science, and the Cochrane Library. Summary hazard ratio (HR) estimates with 95% confidence intervals (CIs) were calculated by a random-effects model. Statistical heterogeneity was assessed with Cochran's Q test and the I	2019	eng	Journal Article	United States	31290595	https://www.ncbi.nlm.nih.gov/pubmed/31290595	heart+disease
Congenital heart disease	Alternative approach to pediatric cardiac quality assessment for low-volume centers.	While small programs may not participate in the spectrum of cardiac care registries available, these same centers can benefit from them by adapting some of their validated metrics for use in internal, self-maintained quality reports. Our pilot of this alternative approach revealed opportunities for improved quality assessment practices; the product can serve as a baseline for future prospective assessment and reporting, as well as longitudinal internal benchmarking.	2019	eng	Journal Article	United States	31290585	https://www.ncbi.nlm.nih.gov/pubmed/31290585	heart+disease
Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology	Three-dimensional printed multicolor normal and abnormal fetal hearts based on ultrasound imaging data.	 	2019	eng	Letter	England	31290180	https://www.ncbi.nlm.nih.gov/pubmed/31290180	heart+disease
Journal of medical ultrasonics (2001)	Clinical application of stress echocardiography for valvular heart disease.	Stress echocardiography is widely used to assess several cardiovascular diseases, including ischemic heart disease, valvular heart disease (VHD), heart failure, congenital heart disease, and pulmonary hypertension. In valvular heart disease with asymptomatic severe or symptomatic non-severe status, stress echocardiography plays a central role in the management. As of 2017, the updated American College of Cardiology/American Heart Association and European Society of Cardiology/European Association for Cardio-Thoracic Surgery VHD guidelines recommended stress testing to (1) confirm symptoms and (2) evaluate the hemodynamic response to exercise. In patients with undetermined VHD severity in the presence of low-flow status, it can also be helpful to determine whether the VHD is severe based on flow-dependent changes in response to stress. The clinical indications of stress echocardiography in VHD have expanded with growing evidence for prognosis and being an early marker for interventions. As a result, demand has increased in major cardiology societies for the standardization of stress echocardiography in VHD. Echocardiographic centers should be aware of the clinical potential of stress echocardiography to ensure its optimal application and performance in VHD. This article reviews the clinical application of stress echocardiography, including dobutamine, semisupine bicycle, treadmill, and leg-positive pressure for VHD patient management, and focuses on the current consensus regarding the use of stress echocardiography in VHD. Stress echocardiography is safe and should be encouraged, especially in heart valve clinics, to understand the complex mechanism in asymptomatic patients.	2019	eng	Review	Japan	31289972	https://www.ncbi.nlm.nih.gov/pubmed/31289972	heart+disease
International journal of epidemiology	PM2.5 air pollution and cause-specific cardiovascular disease mortality.	Long-term exposure to fine particulate air pollution is associated with ischaemic heart disease and stroke mortality, with excess risks occurring in the range of and below the present US long-term standard for ambient exposure to PM2.5 (12  µg/m3), indicating the need for continued improvements in air pollution abatement for CVD prevention.	2019	eng	Journal Article	England	31289812	https://www.ncbi.nlm.nih.gov/pubmed/31289812	heart+disease
BMJ case reports	ST elevation in recovery post exercise with normal coronary arteries.	We present the case of a 45-year-old healthy man who successfully completed three stages of the Bruce protocol but developed inferolateral ST segment elevation in the recovery phase. The ECG change was associated with a marked drop in blood pressure. He underwent emergency coronary angiography which revealed normal coronary arteries. It is likely that post-exercise hypotension triggered coronary spasm which caused the ST segment elevation. Alternatively, coronary spasm may have been the primary event, inducing sufficient myocardial ischaemia to cause a marked drop in blood pressure. Exercise tolerance testing is often a reliable test to rule out reversible myocardial ischaemia. While the physician is focused on ischaemic changes or rhythm abnormalities developing during the exercise phase, the recovery period is just as important and requires as much vigilance. Coronary vasospasm can result in significant ST changes and haemodynamic compromise at any point during the test, and the ECG traces can be indistinguishable from a classic ST elevation myocardial infarction, as in the present case.	2019	eng	Journal Article	England	31289167	https://www.ncbi.nlm.nih.gov/pubmed/31289167	heart+disease
Die Pharmazie	Comparison of efficacy and safety of ilaprazole and esomeprazole both in initial treatment regimen and retreatment regimen of Helicobacter pylori infection in chronic gastritis.	The aim of this study was to compare the efficacy and safety of ilaprazole and esomeprazole both in initial treatment regimen and retreatment regimen of H. pylori infection in chronic gastritis and to explore risk factors for eradication failure. A total of 330 patients with chronic gastritis who were confirmed of H. pylori infection were enrolled in this study. 290 of them were initially treated patients and the 40 remained were patients with retreatment. Eradication assessment was performed at least four weeks after the completion of eradication therapy. Results showed that the eradication rates of the ilaprazole group and esomeprazole group were 91.4 % and 88.4 % for per-protocol (PP) analysis (p=0.41) and 89.0 % and 86.2 % for intention-to-treat (ITT) analysis (p=0.48) in initially treated patients. Meanwhile, they were 75.0 % and 72.2 % for PP analysis (p=0.85) and 75.0 % and 70.0 % for ITT analysis (p=0.72) in patients with retreatment. The differences were not statistically significant. There was also no significant difference in safety between the two drugs. A multiple logistic regression analysis showed that demographic factors such as age, gender, alcohol, smoking, coronary heart disease (CHD), hypertension (HTN) and diabetes mellitus (DM) did not affect eradication rates. However, patients with higher DOB values and patients with atrophic gastritis had significantly lower eradication rates than patients with lower DOB values and with non-atrophic gastritis whether the proton pump inhibitor (PPI) in eradication regimens was ilaprazole or esomeprazole. In conclusion, our findings suggest that the efficacy and safety of ilaprazole and esomeprazole were not significantly different both in initial treatment regimen and retreatment regimen of H. pylori infection in chronic gastritis and DOB values and type of chronic gastritis were to be independent risk factors for eradication failure. In addition, we discovered that a new quadruple regimen containing furazolidone and minocycline which achieved good efficacy and safety can be a promising option for retreatment of H. pylori infection.	2019	eng	Journal Article	Germany	31288901	https://www.ncbi.nlm.nih.gov/pubmed/31288901	heart+disease
Cardiology in the young	Long-term outcomes in adults with repaired tetralogy of Fallot and pulmonary atresia.	Based on a review of 221 adults with repaired tetralogy of Fallot and pulmonary atresia, all patients had re-operations and all-cause mortality rate was 1.7 events per 100 patient-years. The current study provides important outcomes data for risk stratification in adults with tetralogy of Fallot and pulmonary atresia.	2019	eng	Journal Article	England	31288878	https://www.ncbi.nlm.nih.gov/pubmed/31288878	heart+disease
European journal of preventive cardiology	Associations of blood pressure categories defined by 2017 ACC/AHA guidelines with mortality in China: Pooled results from three prospective cohorts.	The newly defined stage 1 hypertension is associated with an increased risk of cardiovascular disease mortality in the Chinese population, particularly among younger adults and those without a history of cardiovascular disease.	2019	eng	Journal Article	England	31288541	https://www.ncbi.nlm.nih.gov/pubmed/31288541	heart+disease
Nutrition (Burbank, Los Angeles County, Calif.)	Gender differences in sociodemographic and lifestyle factors associated with diet quality in a multiethnic population.	Diet quality was associated with sociodemographic and lifestyle characteristics in men and women. The associations with several factors, such as marital status, body mass index, and smoking status, differed by gender. These findings may help to identify at-risk populations for nutritional screening and to develop nutritional intervention strategies and educational materials.	2019	eng	Journal Article	United States	31288218	https://www.ncbi.nlm.nih.gov/pubmed/31288218	heart+disease
Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society	Artery-vein segmentation in fundus images using a fully convolutional network.	Epidemiological studies demonstrate that dimensions of retinal vessels change with ocular diseases, coronary heart disease and stroke. Different metrics have been described to quantify these changes in fundus images, with arteriolar and venular calibers among the most widely used. The analysis often includes a manual procedure during which a trained grader differentiates between arterioles and venules. This step can be time-consuming and can introduce variability, especially when large volumes of images need to be analyzed. In light of the recent successes of fully convolutional networks (FCNs) applied to biomedical image segmentation, we assess its potential in the context of retinal artery-vein (A/V) discrimination. To the best of our knowledge, a deep learning (DL) architecture for simultaneous vessel extraction and A/V discrimination has not been previously employed. With the aim of improving the automation of vessel analysis, a novel application of the U-Net semantic segmentation architecture (based on FCNs) on the discrimination of arteries and veins in fundus images is presented. By utilizing DL, results are obtained that exceed accuracies reported in the literature. Our model was trained and tested on the public DRIVE and HRF datasets. For DRIVE, measuring performance on vessels wider than two pixels, the FCN achieved accuracies of 94.42% and 94.11% on arteries and veins, respectively. This represents a decrease in error of 25% over the previous state of the art reported by Xu et al. (2017). Additionally, we introduce the HRF A/V ground truth, on which our model achieves 96.98% accuracy on all discovered centerline pixels. HRF A/V ground truth validated by an ophthalmologist, predicted A/V annotations and evaluation code are available at https://github.com/rubenhx/av-segmentation.	2019	eng	Journal Article	United States	31288217	https://www.ncbi.nlm.nih.gov/pubmed/31288217	heart+disease
JAMA	Subclinical Hypothyroidism: A Review.	Subclinical hypothyroidism is common and most individuals can be observed without treatment. Treatment might be indicated for patients with subclinical hypothyroidism and serum thyrotropin levels of 10 mU/L or higher or for young and middle-aged individuals with subclinical hypothyroidism and symptoms consistent with mild hypothyroidism.	2019	eng	Journal Article	United States	31287527	https://www.ncbi.nlm.nih.gov/pubmed/31287527	heart+disease
The Journal of clinical endocrinology and metabolism	Risk prediction scores for mortality, cerebrovascular, and heart disease amongst Chinese people with type 2 diabetes.	The HKU-SG risk scores were developed and externally validated in two large Chinese population-based cohorts. The parsimonious use of clinical predictors compared to previous risk scores could allow wider implementation of risk estimation in diverse Chinese settings.	2019	eng	Journal Article	United States	31287503	https://www.ncbi.nlm.nih.gov/pubmed/31287503	heart+disease
Paediatric anaesthesia	The effect of xenon-augmented sevoflurane-anaesthesia on intra-operative haemodynamics and postoperative neurocognitive function in children undergoing cardiac catheterization: a one-year follow up of a randomized controlled pilot trial.	We recently reported that in children between 4 and 12 years of age, suffering from congenital heart disease and undergoing cardiac catheterization, combining xenon with sevoflurane was safe and feasible.(1) In this population, after induction of anaesthesia with propofol-fentanyl-rocuronium, standardized anaesthesia maintained with sevoflurane titrated to a BIS-value of 40-60 (mean 2.04 vol-% [IQR 1.80-2.22]) resulted in short-lasting neurocognitive deficits when compared to a non-randomized group of healthy control children matched for age and gender. This article is protected by copyright. All rights reserved.	2019	eng	Journal Article	France	31287192	https://www.ncbi.nlm.nih.gov/pubmed/31287192	heart+disease
JMIR medical informatics	Initial Experience of the Synchronized, Real-Time, Interactive, Remote Transthoracic Echocardiogram Consultation System in Rural China: Longitudinal Observational Study.	The synchronized real-time interactive remote TTE consultation system based on cloud computing service and unique dynamic image coding and decoding technology had high feasibility and applicability.	2019	eng	Journal Article	Canada	31287062	https://www.ncbi.nlm.nih.gov/pubmed/31287062	heart+disease
Cardiology in the young	Prenatal detection of fetal heart disease at Jordan University Hospital: early experience in a developing country.	The fetal cardiac diagnostic services at the Jordan University Hospital have encouraging initial results with a relatively high sensitivity and specificity. The services further positively impacted the quality of counselling offered and facilitated pre- and post-natal management.	2019	eng	Journal Article	England	31287035	https://www.ncbi.nlm.nih.gov/pubmed/31287035	heart+disease
Cardiology in the young	Clinical outcomes after the endovascular treatments of pulmonary vein stenosis in patients with congenital heart disease.	To improve survival and stent patency, implantation of large stent is important. However, re-intervention after stenting is also significant to obtain good outcome.	2019	eng	Journal Article	England	31287033	https://www.ncbi.nlm.nih.gov/pubmed/31287033	heart+disease
BMC pharmacology & toxicology	Development of a mortality score to assess risk of adverse drug reactions among hospitalized patients with moderate to severe chronic kidney disease.	Mortality prediction model among hospitalized stages 3 to 5 CKD patients experienced ADR was developed in this study. This prediction model adds new knowledge to the healthcare system despite its modest performance coupled with its high sensitivity and specificity. This tool is clinically useful and effective in identifying potential CKD patients at high risk of ADR-related mortality during hospitalization using routinely performed clinical data.	2019	eng	Journal Article	England	31287030	https://www.ncbi.nlm.nih.gov/pubmed/31287030	heart+disease
Balkan medical journal	Fetal Complex Congenital Heart Disease Diagnosed by Prenatal Ultrasound and Corrosion Casting for Large-Vessels: A Report for Authentic Teaching by True Representation	 	2019	eng	Journal Article	Turkey	31286753	https://www.ncbi.nlm.nih.gov/pubmed/31286753	heart+disease
Journal of cardiovascular electrophysiology	Interesting response of antidromic reentrant tachycardia to atrial extra stimulus.	A 35-year old gentleman with no structural heart disease underwent EP study for recurrent episodes of palpitation with documented broad complex tachycardia with left bundle branch block (LBBB) morphology that was terminated with adenosine. Basal atrial-Hisian and His-ventricular intervals were within normal limits. Retrograde conduction was midline and decremental. This article is protected by copyright. All rights reserved.	2019	eng	Journal Article	United States	31286613	https://www.ncbi.nlm.nih.gov/pubmed/31286613	heart+disease
